,bank.type,bank.value,website.type,website.value,isin.type,isin.value,viafid.type,viafid.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,gid.type,gid.value,deathyear.datatype,deathyear.type,deathyear.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,owner.type,owner.value,parent.type,parent.value,permid.type,permid.value,lei.type,lei.value
939,uri,http://www.wikidata.org/entity/Q70088063,,,,,,,en,literal,Bank Of Maharashtra Boring Road branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
940,uri,http://www.wikidata.org/entity/Q70088074,,,,,,,en,literal,Bank Of Maharashtra Erode branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
941,uri,http://www.wikidata.org/entity/Q70087927,uri,https://bankofmaharashtra.in/,,,,,en,literal,Bank Of Maharashtra Ranchi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
942,uri,http://www.wikidata.org/entity/Q328198,uri,http://www.bkam.ma/,,,literal,133268877,en,literal,Bank Al-Maghrib,en,literal,"the central bank of Morocco, founded in 1959",en,literal,Morocco,,,,,,,,,,,,,,,,
943,uri,http://www.wikidata.org/entity/Q70087811,,,,,,,en,literal,Bank Of Maharashtra Kottayam branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
944,uri,http://www.wikidata.org/entity/Q70087805,,,,,,,en,literal,Bank Of Maharashtra Tumkur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
945,uri,http://www.wikidata.org/entity/Q70087839,,,,,,,en,literal,"Bank Of Maharashtra Valmikinagar, Chennai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
946,uri,http://www.wikidata.org/entity/Q70087897,,,,,,,en,literal,Bank Of Maharashtra Arera Colony Bhopal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
947,uri,http://www.wikidata.org/entity/Q70087913,,,,,,,en,literal,"Bank Of Maharashtra J N E College,cidco branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
948,uri,http://www.wikidata.org/entity/Q70086909,,,,,,,en,literal,Bank Of Maharashtra Anjangaon Surji branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
949,uri,http://www.wikidata.org/entity/Q70088436,,,,,,,en,literal,Bank Of Maharashtra Vikrikar Bhavan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
950,uri,http://www.wikidata.org/entity/Q70088445,,,,,,,en,literal,"Bank Of Maharashtra Gandhinagar, Wardha branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
951,uri,http://www.wikidata.org/entity/Q70088457,,,,,,,en,literal,"Bank Of Maharashtra Sonai, Dist. Ahmednagar branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
952,uri,http://www.wikidata.org/entity/Q70088468,,,,,,,en,literal,Bank Of Maharashtra Kanadia Road Indore branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
953,uri,http://www.wikidata.org/entity/Q70088495,,,,,,,en,literal,Bank Of Maharashtra Baharaich branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
954,uri,http://www.wikidata.org/entity/Q70088488,,,,,,,en,literal,Bank Of Maharashtra Kausa Mumbra branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
955,uri,http://www.wikidata.org/entity/Q70088493,,,,,,,en,literal,Bank Of Maharashtra Hudkeshwar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
956,uri,http://www.wikidata.org/entity/Q70088551,,,,,,,en,literal,"Bank Of Maharashtra Ashokvan, Dahisar branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
957,uri,http://www.wikidata.org/entity/Q70088567,,,,,,,en,literal,Bank Of Maharashtra Rampur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
958,uri,http://www.wikidata.org/entity/Q70088611,,,,,,,en,literal,"Bank Of Maharashtra Shankarnagar, Raipur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
959,uri,http://www.wikidata.org/entity/Q70088616,,,,,,,en,literal,Bank Of Maharashtra Pimple Saudagar Pune branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
960,uri,http://www.wikidata.org/entity/Q70086916,,,,,,,en,literal,Bank Of Maharashtra Jategaon branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
961,uri,http://www.wikidata.org/entity/Q70086933,,,,,,,en,literal,"Bank Of Maharashtra Khairatabad, Hyderabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
962,uri,http://www.wikidata.org/entity/Q70086911,,,,,,,en,literal,Bank Of Maharashtra Panshet branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
963,uri,http://www.wikidata.org/entity/Q70086915,,,,,,,en,literal,Bank Of Maharashtra Terkheda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
964,uri,http://www.wikidata.org/entity/Q70088337,,,,,,,en,literal,Bank Of Maharashtra Pune Warje branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
965,uri,http://www.wikidata.org/entity/Q70088380,,,,,,,en,literal,Bank Of Maharashtra Sbs Nagar Ludhiana branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
966,uri,http://www.wikidata.org/entity/Q70088387,,,,,,,en,literal,Bank Of Maharashtra Kharadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
967,uri,http://www.wikidata.org/entity/Q70088425,,,,,,,en,literal,Bank Of Maharashtra Jasingpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
968,uri,http://www.wikidata.org/entity/Q70088433,,,,,,,en,literal,"Bank Of Maharashtra Service Branch, Kolhapur branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
969,uri,http://www.wikidata.org/entity/Q70088554,,,,,,,en,literal,Bank Of Maharashtra Bhambhori branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
970,uri,http://www.wikidata.org/entity/Q70088350,,,,,,,en,literal,Bank Of Maharashtra Gurgaon Sector-56 branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
971,uri,http://www.wikidata.org/entity/Q70088563,,,,,,,en,literal,Bank Of Maharashtra Wagholi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
972,uri,http://www.wikidata.org/entity/Q70088368,,,,,,,en,literal,Bank Of Maharashtra Vidyadhar Nagar Jaipur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
973,uri,http://www.wikidata.org/entity/Q70088581,,,,,,,en,literal,"Bank Of Maharashtra Msedcl Campus, Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
974,uri,http://www.wikidata.org/entity/Q70088400,,,,,,,en,literal,Bank Of Maharashtra Jayanagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
975,uri,http://www.wikidata.org/entity/Q70088416,,,,,,,en,literal,Bank Of Maharashtra Bareilly branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
976,uri,http://www.wikidata.org/entity/Q70088459,,,,,,,en,literal,"Bank Of Maharashtra Service Branch, Panji branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
977,uri,http://www.wikidata.org/entity/Q70088462,,,,,,,en,literal,Bank Of Maharashtra Pratap Nagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
978,uri,http://www.wikidata.org/entity/Q70088497,,,,,,,en,literal,Bank Of Maharashtra Siddhartha Nagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
979,uri,http://www.wikidata.org/entity/Q70088504,,,,,,,en,literal,Bank Of Maharashtra Urlikanchan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
980,uri,http://www.wikidata.org/entity/Q70088530,,,,,,,en,literal,Bank Of Maharashtra Balrampur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
981,uri,http://www.wikidata.org/entity/Q70088558,,,,,,,en,literal,Bank Of Maharashtra Una branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
982,uri,http://www.wikidata.org/entity/Q70088320,,,,,,,en,literal,Bank Of Maharashtra Nellore branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
983,uri,http://www.wikidata.org/entity/Q70088362,,,,,,,en,literal,Bank Of Maharashtra Pitampura branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
984,uri,http://www.wikidata.org/entity/Q70088369,,,,,,,en,literal,Bank Of Maharashtra Kothaguda branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
985,uri,http://www.wikidata.org/entity/Q70088383,,,,,,,en,literal,Bank Of Maharashtra Tibb branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
986,uri,http://www.wikidata.org/entity/Q70088393,,,,,,,en,literal,Bank Of Maharashtra Hinjewadi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
987,uri,http://www.wikidata.org/entity/Q70088399,,,,,,,en,literal,Bank Of Maharashtra Chopasani Road Jodhpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
988,uri,http://www.wikidata.org/entity/Q70088411,,,,,,,en,literal,Bank Of Maharashtra Jabalpur Hosp & Res Centre branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
989,uri,http://www.wikidata.org/entity/Q70088449,,,,,,,en,literal,Bank Of Maharashtra Lower Parel branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
990,uri,http://www.wikidata.org/entity/Q70088463,,,,,,,en,literal,Bank Of Maharashtra Govindgarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
991,uri,http://www.wikidata.org/entity/Q70088466,,,,,,,en,literal,Bank Of Maharashtra Katni branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
992,uri,http://www.wikidata.org/entity/Q70088485,,,,,,,en,literal,"Bank Of Maharashtra Satara Parisar, Aurangabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
993,uri,http://www.wikidata.org/entity/Q70088518,,,,,,,en,literal,Bank Of Maharashtra Zirakpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
994,uri,http://www.wikidata.org/entity/Q70088559,,,,,,,en,literal,Bank Of Maharashtra Focal Point Rd Ludhiana branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
995,uri,http://www.wikidata.org/entity/Q70088578,,,,,,,en,literal,Bank Of Maharashtra Pmc Pune branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
996,uri,http://www.wikidata.org/entity/Q70088317,,,,,,,en,literal,Bank Of Maharashtra Viman Nagar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
997,uri,http://www.wikidata.org/entity/Q70088329,,,,,,,en,literal,Bank Of Maharashtra Gurgaon Sector-40 branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
998,uri,http://www.wikidata.org/entity/Q70088340,,,,,,,en,literal,Bank Of Maharashtra Chinchinim branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
999,uri,http://www.wikidata.org/entity/Q70088345,,,,,,,en,literal,Bank Of Maharashtra Banswara branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1000,uri,http://www.wikidata.org/entity/Q70088376,,,,,,,en,literal,Bank Of Maharashtra Yamuna Vihar New Delhi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1001,uri,http://www.wikidata.org/entity/Q70088397,,,,,,,en,literal,Bank Of Maharashtra Gopalpura Byepass branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1002,uri,http://www.wikidata.org/entity/Q70088396,,,,,,,en,literal,Bank Of Maharashtra Wadia Hospital branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1003,uri,http://www.wikidata.org/entity/Q70088441,,,,,,,en,literal,Bank Of Maharashtra Mantralaya branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1004,uri,http://www.wikidata.org/entity/Q70088475,,,,,,,en,literal,Bank Of Maharashtra Mehsana branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1005,uri,http://www.wikidata.org/entity/Q70088501,,,,,,,en,literal,Bank Of Maharashtra Karur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1006,uri,http://www.wikidata.org/entity/Q70088526,,,,,,,en,literal,Bank Of Maharashtra Katraj branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1007,uri,http://www.wikidata.org/entity/Q70088535,,,,,,,en,literal,Bank Of Maharashtra Mandi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1008,uri,http://www.wikidata.org/entity/Q70088589,,,,,,,en,literal,Bank Of Maharashtra Kopar Khairne branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1009,uri,http://www.wikidata.org/entity/Q70086920,,,,,,,en,literal,Bank Of Maharashtra Belgaon Umred branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1010,uri,http://www.wikidata.org/entity/Q70086924,,,,,,,en,literal,Bank Of Maharashtra Thanepada branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1011,uri,http://www.wikidata.org/entity/Q70086935,,,,,,,en,literal,Bank Of Maharashtra Molgi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1012,uri,http://www.wikidata.org/entity/Q70086940,,,,,,,en,literal,Bank Of Maharashtra Varsai branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1013,uri,http://www.wikidata.org/entity/Q70088325,,,,,,,en,literal,Bank Of Maharashtra Bhilwara branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1014,uri,http://www.wikidata.org/entity/Q70088352,,,,,,,en,literal,Bank Of Maharashtra Pune University Campus branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1015,uri,http://www.wikidata.org/entity/Q70088365,,,,,,,en,literal,Bank Of Maharashtra Chandigarh Sector-38d branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1016,uri,http://www.wikidata.org/entity/Q70088372,,,,,,,en,literal,Bank Of Maharashtra Rudrapur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1017,uri,http://www.wikidata.org/entity/Q70088430,,,,,,,en,literal,Bank Of Maharashtra Bavdhan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1018,uri,http://www.wikidata.org/entity/Q70088424,,,,,,,en,literal,Bank Of Maharashtra Lanja branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1019,uri,http://www.wikidata.org/entity/Q70088472,,,,,,,en,literal,Bank Of Maharashtra Kankavali branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1020,uri,http://www.wikidata.org/entity/Q70088521,,,,,,,en,literal,Bank Of Maharashtra Azamgarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1021,uri,http://www.wikidata.org/entity/Q70088548,,,,,,,en,literal,Bank Of Maharashtra Noida Sector 51 branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1022,uri,http://www.wikidata.org/entity/Q70088570,,,,,,,en,literal,Bank Of Maharashtra Jhansi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1023,uri,http://www.wikidata.org/entity/Q70086928,,,,,,,en,literal,Bank Of Maharashtra Harisal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1024,uri,http://www.wikidata.org/entity/Q70086938,,,,,,,en,literal,Bank Of Maharashtra Malwada branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1025,uri,http://www.wikidata.org/entity/Q70086944,,,,,,,en,literal,Bank Of Maharashtra Bhilar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1026,uri,http://www.wikidata.org/entity/Q70088333,,,,,,,en,literal,Bank Of Maharashtra Baner Pune branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1027,uri,http://www.wikidata.org/entity/Q70088342,,,,,,,en,literal,Bank Of Maharashtra Ramkrushna Math branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1028,uri,http://www.wikidata.org/entity/Q70088363,,,,,,,en,literal,Bank Of Maharashtra Mayur Vihar -iii branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1029,uri,http://www.wikidata.org/entity/Q70088403,,,,,,,en,literal,Bank Of Maharashtra Shivaji College Campus Parbhani branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1030,uri,http://www.wikidata.org/entity/Q70088408,,,,,,,en,literal,Bank Of Maharashtra G S College Jabalpur branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1031,uri,http://www.wikidata.org/entity/Q70088429,,,,,,,en,literal,Bank Of Maharashtra Pashan branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1032,uri,http://www.wikidata.org/entity/Q70088479,,,,,,,en,literal,Bank Of Maharashtra Sg Highway branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1033,uri,http://www.wikidata.org/entity/Q70088510,,,,,,,en,literal,Bank Of Maharashtra Jalochi branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1034,uri,http://www.wikidata.org/entity/Q70088528,,,,,,,en,literal,Bank Of Maharashtra Najafgarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1035,uri,http://www.wikidata.org/entity/Q70088537,,,,,,,en,literal,Bank Of Maharashtra Tambaram branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1036,uri,http://www.wikidata.org/entity/Q70088573,,,,,,,en,literal,Bank Of Maharashtra Basti branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1037,uri,http://www.wikidata.org/entity/Q70088584,,,,,,,en,literal,"Bank Of Maharashtra Banaswadi, Bangalore branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1038,uri,http://www.wikidata.org/entity/Q70088599,,,,,,,en,literal,Bank Of Maharashtra Jhothwara branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1039,uri,http://www.wikidata.org/entity/Q70088596,,,,,,,en,literal,Bank Of Maharashtra Jhunjhunu branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1040,uri,http://www.wikidata.org/entity/Q70086948,,,,,,,en,literal,Bank Of Maharashtra Dahigaon Bolka branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1041,uri,http://www.wikidata.org/entity/Q70088491,,,,,,,en,literal,Bank Of Maharashtra Butibori branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1042,uri,http://www.wikidata.org/entity/Q70088523,,,,,,,en,literal,Bank Of Maharashtra Nakodar Road Jalandhar branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1043,uri,http://www.wikidata.org/entity/Q70088541,,,,,,,en,literal,Bank Of Maharashtra Kothapet branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1044,uri,http://www.wikidata.org/entity/Q70088586,,,,,,,en,literal,Bank Of Maharashtra Ashoka Marg branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1045,uri,http://www.wikidata.org/entity/Q70088590,,,,,,,en,literal,Bank Of Maharashtra Sector 47-c Chandigarh branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1046,uri,http://www.wikidata.org/entity/Q70088603,,,,,,,en,literal,Bank Of Maharashtra Kolar Road Bhopal branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1047,uri,http://www.wikidata.org/entity/Q70088614,,,,,,,en,literal,Bank Of Maharashtra Nizampet branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1048,uri,http://www.wikidata.org/entity/Q101464362,uri,https://keralacobank.com/,,,,,en,literal,Kerala Bank,,,,en,literal,India,literal,/g/11qn5mqzkh,,,,,,,,,,,,,,
1049,uri,http://www.wikidata.org/entity/Q75713548,uri,https://www.tjsbbank.co.in/,,,,,en,literal,TJSB Sahakari Bank,,,,en,literal,India,,,,,,,,,,,,,,,,
1050,uri,http://www.wikidata.org/entity/Q17051112,uri,http://www.heartland.co.nz/,,,,,en,literal,Heartland Bank,,,,en,literal,New Zealand,,,,,,,,,,,,,,,,
1051,uri,http://www.wikidata.org/entity/Q70086967,,,,,,,en,literal,Bank Of Maharashtra Tembhe branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1052,uri,http://www.wikidata.org/entity/Q70087010,,,,,,,en,literal,"Bank Of Maharashtra Industrial Finance Br., Pune branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1053,uri,http://www.wikidata.org/entity/Q70087117,,,,,,,en,literal,"Bank Of Maharashtra Industrial Finance Branch,mumbai branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1054,uri,http://www.wikidata.org/entity/Q70087149,,,,,,,en,literal,"Bank Of Maharashtra Atwalines, Ahmedabad branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1055,uri,http://www.wikidata.org/entity/Q70087157,,,,,,,en,literal,Bank Of Maharashtra Mhakve branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1056,uri,http://www.wikidata.org/entity/Q70087257,,,,,,,en,literal,"Bank Of Maharashtra Mico Lay Out , Bangalore branch",en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1057,uri,http://www.wikidata.org/entity/Q806687,uri,https://www.bnz.co.nz/,literal,NZBNZD0001S5,literal,143165097,en,literal,Bank of New Zealand,en,literal,financial institution located in New Zealand,en,literal,New Zealand,,,,,,en,literal,BNZ,,,uri,http://www.wikidata.org/entity/Q1430985,,,,
1058,uri,http://www.wikidata.org/entity/Q2819053,uri,http://www.acledabank.com.kh/kh/eng,,,literal,122522324,en,literal,ACLEDA Bank,en,literal,Cambodian bank,en,literal,Cambodia,,,,,,fr,literal,"ACLEDA, Banque ACLEDA",,,,,,,,
1059,uri,http://www.wikidata.org/entity/Q70086970,,,,,,,en,literal,Bank Of Maharashtra Latur M.I.D.C. branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
1060,uri,http://www.wikidata.org/entity/Q70087005,,,,,,,en,literal,Bank Of Maharashtra Gadchiroli branch,en,literal,Bank in India,en,literal,India,,,,,,,,,,,,,,,,
